MCULE-9778759184,20.0,,in stock,500000.0,CCN1C[NH+](C=C)C=C1.[Br-],7.46,7.46,7.46,7.46,7.46,7.46
MCULE-1198013351,20.0,98.0,in stock,2000000.0,CCCCCCCCCCCCCCCCCC(OCC(CO)O)=O.CCCCCCCCCCCCCCCCCC(OC(CO)CO)=O,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-4335140039,20.0,98.0,in stock,5000000.0,CC(C(OC[C@@H](CC)CCCC)=O)O,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-2028868110,20.0,98.0,in stock,1000000.0,O=C(CCCCCN1C(CCC1=O)=O)ON1C(CCC1=O)=O,6.29,6.29,6.29,6.29,7.46,7.46
MCULE-3658582971,20.0,98.0,in stock,84000000.0,OC[C@@]1([C@H](O)[C@H](O)[C@H](O)CO1)O,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-7133643763,20.0,99.0,in stock,12500000.0,[NH4+].[I-],7.46,7.46,7.46,7.46,7.46,7.46
MCULE-8237978126,20.0,93.0,in stock,4000000.0,O=CC[C@@H]1[C@@H]([C@H]([C@@H](CC(=O)O[C@@H]([C@H](C=C(C=CC(=O)[C@H](C)C1)C)CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC)CC)O)C)O[C@@H]1O[C@H](C)[C@@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@](O)(C)C2)[C@H](N(C)C)[C@H]1O,6.29,6.29,6.29,6.29,7.46,7.46
MCULE-1913836283,20.0,98.0,in stock,1000000.0,NC(CC[C@@](C(O)=O)(N(C(OCC1=CC=CC=C1)=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[H])=O,6.29,6.29,6.29,6.29,7.46,7.46
MCULE-7700622189,20.0,98.0,in stock,600000.0,O=C(OC(C)(C)C)N([C@@](CCC(N)=O)(C(O)=O)[H])C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-7344639720,20.0,,in stock,42000000.0,C(O[C@@H]([C@@H]1[C@H](O)[C@@H](O)CO1)CO)(=O)CCCCCCCCCCC,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-4172358987,20.0,97.0,in stock,1000000.0,OC([C@@H](N)CCCN/C=N/NS(C1C(C)=C2CC(C)(C)OC2=C(C)C=1C)(=O)=O)=O,5.12,5.12,5.12,5.12,7.46,7.46
MCULE-4615813943,20.0,97.0,in stock,1000000.0,C(O)(C(C(OCC1C2C(=CC=CC=2)C2C1=CC=CC=2)=O)CCCCCC=O)=O,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-4854884312,20.0,98.0,in stock,600000.0,CC1C[C@H](OS(C2C=CC(C)=CC=2)=O)C(C(C)C)CC1,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-5978499698,20.0,98.0,in stock,800000.0,CC(C)C1C(N2C[NH+](C3C(C(C)C)=CC=CC=3C(C)C)C=C2)=C(C(C)C)C=CC=1.[Cl-],6.29,6.29,6.29,6.29,6.29,7.46
MCULE-7645681378,20.0,98.0,in stock,10000000.0,NC(C[C@](C(O)=O)(N(C(OCC1C2=CC=CC=C2C2=C1C=CC=C2)=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[H])=O,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-1905051211,20.0,95.0,in stock,5000000.0,OCC1[C@@H](O[C@@H]2C(O)[C@H](O)[C@H](O)C(CO)O2)[C@@H](O)C(O)[C@@H](O)O1,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-9352209918,20.0,85.0,in stock,10000000.0,O[C@H]1[C@@H](O)C(O)[C@H](O)OC1,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-8333408856,20.0,97.0,in stock,1200000.0,C1C=CC=CC=1P(C1C(C2C=C3C=CC=CC3=CC=2P(C2C=CC=CC=2)C2C=CC=CC=2)=C2C=CC=CC2=CC=1)C1C=CC=CC=1,6.29,6.29,6.29,6.29,7.46,7.46
MCULE-6401424514,20.0,98.0,in stock,1500000.0,O=C1C2C(C(=O)O1)=C(Cl)C=C(C(=O)O)C=2,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-6937896629,20.0,95.0,in stock,1250000.0,N(=O)(=O)O/N=C(\N)/NC1=C(C)C=CC(=C1)N(=O)=O,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-4493326898,20.0,99.0,in stock,2000000.0,CCCCN1C(C)N(C)C=C1.Br,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-3192202722,20.0,98.0,in stock,200000.0,C1CCC(N2C[NH+](C3CCCCC3)C=C2)CC1.[Cl-],7.46,7.46,7.46,7.46,7.46,7.46
MCULE-3256244588,20.0,98.0,in stock,5000000.0,NC(CC[C@@](C(O)=O)(N(C(OCC1C2=CC=CC=C2C2=C1C=CC=C2)=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[H])=O,7.46,7.46,7.46,7.46,7.46,7.46
MCULE-1100592452,9.0,97.0,in stock,,ClC1=CC2N=C(/C=C/C3C=C([C@@H](O)CCC4C(C(C)(C)O)=CC=CC=4)C=CC=3)C=CC=2C=C1,7.48,7.48,7.48,7.48,7.48,7.48
MCULE-8674424026,9.0,97.0,in stock,,OC1C(C(C)(C)C)=CC(C(C)(C)C)=CC=1/C=N/[C@H]1[C@H](/N=C/C2C(O)=C(C(C)(C)C)C=C(C(C)(C)C)C=2)CCCC1,7.48,7.48,7.48,7.48,7.48,7.48
MCULE-6741432668,20.0,,in stock,1500000.0,OC(C1=CC=CC=C1)=O.OC(C1=CC=CC=C1)=O.OC(C1=CC=CC=C1)=O.OC(C1=CC=CC=C1)=O.OCC(CO)(CO)CO,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-1565714041,20.0,95.0,in stock,800000.0,OC[C@H]1O[C@@H](N2C=C(OP(=O)(OP(=O)(OCC[N+](C)(C)C)[O-])O)C(N)=NC2=O)[C@H](O)[C@@H]1O,7.46,7.46,7.46,7.46,8.63,8.63
MCULE-3164881513,20.0,98.0,in stock,800000.0,NC([C@](NC(C)=O)(CC1=CC=C(O)C=C1)[H])=O,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-3371600870,20.0,98.0,in stock,800000.0,O=C(OC(C)(C)C)N([C@](CC(N)=O)(C(O)=O)[H])C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-9072720762,20.0,97.0,in stock,300000.0,C12(C(O)=O)OC(OC1C1C(COC(C)(C)O1)O2)(C)C,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-6194020468,20.0,98.0,in stock,500000.0,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1CC1C=C(C=CC2C=CC(O)=CC=2)C=C(O)C=1,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-2044539405,20.0,97.0,in stock,400000.0,N/N=C/NCCCC[C@H](N)C(O)=O,7.46,7.46,7.46,7.46,8.63,8.63
MCULE-2980106307,20.0,97.0,in stock,1000000.0,OB(OC(C)(C)C(C)(C)O)C1=NNC=C1,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-2110276827,20.0,95.0,in stock,5000000.0,COC1[C@@]2(C(=O)C3=C(C(=C(OC)C=C3OC)Cl)O2)[C@@H](C)CC(=O)C=1,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-4230420060,20.0,,in stock,2500000.0,CCCCCCCCCCCCCCCCCC(OC[C@@H](O)C1[C@H](O)[C@@H](O)CO1)=O,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-5905396592,20.0,96.0,in stock,200000.0,O=C1N2C[C@H]3[C@H]4[C@H](CCC[N@@+]4([O-])CCC3)[C@H]2CCC1,8.63,8.63,8.63,8.63,8.63,8.63
MCULE-7344072593,14.0,,in stock,75000.0,CCCCCCCC/C=C/CCCCCCCC(OC[C@@H](COP([O-])(OCC[NH3+])=O)OC(CCCCCCC/C=C/CCCCCCCC)=O)=O,8.72,8.72,8.72,8.72,8.72,8.72
MCULE-2549454797,14.0,95.0,in stock,3500000.0,OCC1[C@H](OS(O)(=O)=O)C(O[C@H]2C(O)C(O)[C@H](O)C(C(O)=O)O2)C(NC(C)=O)[C@H](O)O1,8.72,8.72,8.72,8.72,8.72,8.72
MCULE-9119555092,14.0,,in stock,5000000.0,O=C1N2C([C@H]3CN(CCN4CC5C6N(C[C@@H](C5)C4)C(=O)C=CC=6)CC(C2)C3)=CC=C1,8.72,8.72,8.72,8.72,8.72,8.72
MCULE-3699179658,14.0,99.0,in stock,3000000.0,CC/C=C/C/C=C/C/C=C/CCCCCCCC(OC)=O,8.72,8.72,8.72,8.72,8.72,8.72
MCULE-3154760216,14.0,95.0,in stock,4000000.0,N(CC(=O)[O-])(CC(=O)[O-])[C@@H](C)C(=O)[O-].[Na+].[Na+].[Na+],8.72,8.72,8.72,8.72,8.72,8.72
MCULE-9089812213,17.0,99.0,in stock,1000.0,BrC1C2C3C=CC=CC=3C(C)(C)C=2C=C2C=CC=CC=12,5.96,5.96,5.96,5.96,8.72,8.72
MCULE-8646016255,14.0,40.0,in stock,75000.0,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(O)=O,5.96,5.96,5.96,5.96,8.72,8.72
MCULE-9599510517,9.0,98.0,in stock,,C[C@H](NP(=O)(OC1C(F)=C(F)C(F)=C(F)C=1F)OC1C=CC=CC=1)C(=O)OCC(CC)CC,8.89,8.89,8.89,8.89,8.89,8.89
MCULE-3328703114,20.0,,in stock,4500000.0,OC[C@H]1[C@H](O)[C@@H](O)[C@H](NC(C)=O)[C@H](O)O1,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-2831152135,20.0,80.0,in stock,5000000.0,O=C1C(=NNC2C=CC(S(CCOS([O-])(=O)=O)(=O)=O)=CC=2)C(S([O-])(=O)=O)=CC2C=C(S([O-])(=O)=O)C(N=NC3C=CC(S(CCOS([O-])(=O)=O)(=O)=O)=CC=3)=C(N)C1=2.[Na+].[Na+].[Na+].[Na+],9.8,9.8,9.8,9.8,9.8,9.8
MCULE-7144860868,20.0,98.0,in stock,100000.0,OCCC1C2CCN(CC2)C1CNC(C)CCCN(CC)CC,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-3278496634,20.0,97.0,in stock,2075000.0,ClC1C=C2[C@H]3[C@H](C4C=CC=CC=4OC2=CC=1)CN(C)C3=O,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-3730167393,20.0,,in stock,900000.0,NC1=CC=C(NC2=CC=C(NC3=CC=C(N=C4C=CC(=NC5=CC=C(N=C6C=CC(=NC7=CC=C(NC8=CC=CC=C8)C=C7)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-4408966816,20.0,,in stock,500000.0,[O-]S(C1C2=C(C(S(=O)(=O)[O-])=C(NN=C3C(=O)C4=C(C=C(S(=O)(=O)[O-])C=C4NC4N=C(NC5=CC=CC(S(CCOS(=O)(=O)[O-])(=O)=O)=C5)N=C(Cl)N=4)C=C3S(=O)(=O)[O-])C=C2)C=CC=1)(=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+],9.8,9.8,9.8,9.8,9.8,9.8
MCULE-1303162748,20.0,,in stock,5000000.0,CC1C(Cl)=CC2=C(CC3=C2CCCC3C(=O)N)C=1.CC1C(Cl)=CC2=C(CC3=C2CCCC3C(=O)N)C=1.CC1=C2CC3=C(C2=CC(Cl)=C1)CCCC3C(=O)N.CC1=CC=C2C(C3=C(C2)C(C(=O)N)CCC3)=C1,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-9041825852,20.0,10.0,in stock,600000.0,ClC1=NC(Cl)=NC(NC2C3C(C(C(S([O-])(=O)=O)=CC=3C=C(S([O-])(=O)=O)C=2)=NNC2C=CC=CC=2)=O)=N1.[Na+].[Na+],9.8,9.8,9.8,9.8,9.8,9.8
MCULE-6400216334,20.0,97.0,in stock,500000.0,OCCOC1=CC(=C2C(OC(C3=CC=C(OCCO)C(O)=C3)=C(O[C@@]3(O[C@@]([C@@](O)([C@](O)([C@]3(O)[H])[H])[H])(CO[C@@]3(O[C@]([C@](O)([C@@](O)([C@]3(O)[H])[H])[H])(C)[H])[H])[H])[H])C2=O)=C1)OCCO,8.63,8.63,8.63,8.63,9.8,9.8
MCULE-3087519298,20.0,99.0,in stock,300000.0,CCCCCCC1=CC=C(OP(OC2=CC=CC=C2)(OC2=CC=CC=C2)=O)C=C1,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-4794425290,20.0,10.0,in stock,500000.0,CC1CC2(CCCCC2)OC=C1,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-3912529125,20.0,,in stock,200000.0,OCC1[C@@H](O)[C@H](O)[C@@H](O[C@H]2C[C@@](N)(C)[C@H](O)[C@H](C)O2)[C@H](OC2C3OC4C(Cl)=CC([C@H]([C@H]5C(=O)N[C@H](C(O)=O)C6C(=C(C=C(O)C=6)O)C6=CC(=CC=C6O)[C@@H](NC([C@@H]6NC([C@@H](NC([C@H](NC([C@H](NC)CC(C)C)=O)[C@H](O)C7C=C(Cl)C(OC=2C=C6C=3)=CC=7)=O)CC(N)=O)=O)=O)C(=O)N5)O)=CC=4)O1.Cl,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-6939618313,20.0,98.0,in stock,200000.0,N/N=C/NCCCC[C@H](N)C(O)=O.Cl,9.8,9.8,9.8,9.8,9.8,9.8
MCULE-8889841904,14.0,98.0,in stock,5000000.0,CCCCCCCC/C=C/CCCCCCCCNCCCN,10.1,10.1,10.1,10.1,10.1,10.1
MCULE-3601131862,14.0,90.0,in stock,400000.0,OCCCC/C=C/CC,10.1,10.1,10.1,10.1,10.1,10.1
MCULE-8717485114,14.0,90.0,in stock,200000.0,C1C([C@]2([C@](C)(CC1)[C@@H](CC=O)C(=C)CC2)[H])(C)C,10.1,10.1,10.1,10.1,10.1,10.1
MCULE-8481440792,14.0,,in stock,10000.0,O=C(C1C(Cl)=C(Cl)C=CC=1)OC1CC2[C@]([C@@]3([C@](CC=2)([H])[C@@]2([H])[C@]([C@H](CC2)[C@H](C)CCCC(C)C)(C)CC3)[H])(C)CC1,10.1,10.1,10.1,10.1,10.1,10.1
MCULE-8937148754,8.0,97.0,in stock,141000.0,[H][C@@]([C@](C(OCC)=O)(N)[H])(O)C.Cl,10.19,10.19,10.19,10.19,10.19,10.19
